cur_datetime,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1],PresProf_cur[1],TempProf_cur[0],PresProf_cur[0],
2004-06-01 02:05:00,0.060,287.444,99685.875,291.019,291.189,100303.183,100314.962,
2004-06-01 02:10:00,0.060,287.446,99685.083,291.108,291.295,100303.149,100314.924,
2004-06-01 02:15:00,0.060,287.448,99684.292,291.008,291.175,100303.162,100314.941,
2004-06-01 02:20:00,0.060,287.450,99683.500,291.097,291.281,100303.131,100314.906,
2004-06-01 02:25:00,0.060,287.453,99682.708,290.980,291.144,100303.156,100314.936,
2004-06-01 02:30:00,0.060,287.455,99681.917,291.064,291.246,100303.130,100314.906,
2004-06-01 02:35:00,0.060,287.457,99681.125,290.944,291.106,100303.156,100314.938,
2004-06-01 02:40:00,0.060,287.460,99680.333,291.035,291.214,100303.128,100314.906,
2004-06-01 02:45:00,0.060,287.462,99679.542,290.914,291.073,100303.154,100314.937,
2004-06-01 02:50:00,0.060,287.464,99678.750,291.009,291.187,100303.125,100314.904,
2004-06-01 02:55:00,0.060,287.466,99677.958,290.886,291.043,100303.152,100314.936,
2004-06-01 03:00:00,0.060,287.469,99677.167,290.984,291.161,100303.122,100314.902,
2004-06-01 03:05:00,0.060,287.468,99678.042,290.870,291.025,100303.111,100314.896,
2004-06-01 03:10:00,0.060,287.467,99678.917,290.994,291.168,100303.027,100314.807,
2004-06-01 03:15:00,0.060,287.466,99679.792,290.893,291.045,100302.998,100314.782,
2004-06-01 03:20:00,0.060,287.465,99680.667,291.020,291.192,100302.911,100314.690,
2004-06-01 03:25:00,0.060,287.464,99681.542,290.910,291.058,100302.887,100314.670,
2004-06-01 03:30:00,0.060,287.463,99682.417,291.033,291.202,100302.803,100314.580,
2004-06-01 03:35:00,0.060,287.462,99683.292,290.922,291.067,100302.777,100314.560,
2004-06-01 03:40:00,0.060,287.462,99684.167,291.049,291.216,100302.689,100314.467,
2004-06-01 03:45:00,0.060,287.461,99685.042,290.938,291.082,100302.661,100314.443,
2004-06-01 03:50:00,0.060,287.460,99685.917,291.070,291.234,100302.570,100314.347,
2004-06-01 03:55:00,0.239,287.459,99686.792,290.959,291.100,100302.540,100314.321,
2004-06-01 04:00:00,0.239,287.458,99687.667,291.093,291.255,100302.446,100314.222,
2004-06-01 04:05:00,0.239,287.467,99687.667,290.938,291.076,100302.584,100314.367,
2004-06-01 04:10:00,0.239,287.476,99687.667,290.982,291.144,100302.708,100314.488,
2004-06-01 04:15:00,0.239,287.486,99687.667,290.761,290.902,100302.888,100314.677,
2004-06-01 04:20:00,0.239,287.495,99687.667,290.821,290.987,100302.966,100314.752,
2004-06-01 04:25:00,0.239,287.504,99687.667,290.656,290.799,100303.078,100314.871,
2004-06-01 04:30:00,0.239,287.513,99687.667,290.751,290.917,100303.110,100314.900,
2004-06-01 04:35:00,0.239,287.523,99687.667,290.589,290.731,100303.201,100314.997,
2004-06-01 04:40:00,0.239,287.532,99687.667,290.681,290.846,100303.221,100315.014,
2004-06-01 04:45:00,0.239,287.541,99687.667,290.512,290.654,100303.303,100315.103,
2004-06-01 04:50:00,0.239,287.550,99687.667,290.604,290.770,100303.314,100315.110,
2004-06-01 04:55:00,1.615,287.559,99687.667,290.436,290.577,100303.388,100315.190,
2004-06-01 05:00:00,1.615,287.569,99687.667,290.535,290.700,100303.384,100315.183,
2004-06-01 05:05:00,1.615,287.585,99689.319,290.354,290.494,100303.497,100315.303,
2004-06-01 05:10:00,1.615,287.600,99690.972,290.430,290.595,100303.547,100315.349,
2004-06-01 05:15:00,1.615,287.616,99692.625,290.242,290.382,100303.656,100315.467,
2004-06-01 05:20:00,1.615,287.632,99694.278,290.326,290.491,100303.683,100315.490,
2004-06-01 05:25:00,1.615,287.648,99695.931,290.152,290.292,100303.775,100315.589,
2004-06-01 05:30:00,1.615,287.664,99697.583,290.332,290.504,100303.775,100315.581,
2004-06-01 05:35:00,1.615,287.680,99699.236,289.678,289.791,100304.018,100315.853,
2004-06-01 05:40:00,1.615,287.695,99700.889,289.949,290.120,100304.002,100315.824,
2004-06-01 05:45:00,1.615,287.711,99702.542,289.419,289.527,100304.206,100316.050,
2004-06-01 05:50:00,1.615,287.727,99704.194,289.792,289.960,100304.137,100315.965,
2004-06-01 05:55:00,5.623,287.743,99705.847,289.329,289.435,100304.301,100316.150,
2004-06-01 06:00:00,5.623,287.759,99707.500,289.872,290.049,100304.143,100315.968,
2004-06-01 06:05:00,5.623,287.805,99709.000,289.350,289.458,100304.350,100316.197,
2004-06-01 06:10:00,5.623,287.850,99710.500,289.753,289.922,100304.250,100316.080,
2004-06-01 06:15:00,5.623,287.896,99712.000,289.341,289.450,100304.409,100316.257,
2004-06-01 06:20:00,5.623,287.942,99713.500,289.955,290.142,100304.224,100316.045,
2004-06-01 06:25:00,5.623,287.988,99715.000,289.514,289.630,100304.389,100316.229,
2004-06-01 06:30:00,5.623,288.033,99716.500,290.081,290.277,100304.228,100316.045,
2004-06-01 06:35:00,5.623,288.079,99718.000,289.602,289.718,100304.401,100316.238,
2004-06-01 06:40:00,5.623,288.125,99719.500,290.211,290.420,100304.239,100316.049,
2004-06-01 06:45:00,5.623,288.170,99721.000,289.662,289.777,100304.428,100316.262,
2004-06-01 06:50:00,5.623,288.216,99722.500,290.300,290.517,100304.261,100316.068,
2004-06-01 06:55:00,5.982,288.262,99724.000,289.715,289.829,100304.458,100316.290,
2004-06-01 07:00:00,5.982,288.308,99725.500,290.364,290.586,100304.292,100316.096,
2004-06-01 07:05:00,5.982,288.370,99729.069,289.756,289.868,100304.479,100316.310,
2004-06-01 07:10:00,5.982,288.432,99732.639,290.487,290.716,100304.255,100316.054,
2004-06-01 07:15:00,5.982,288.495,99736.208,289.915,290.027,100304.394,100316.219,
2004-06-01 07:20:00,5.982,288.557,99739.778,290.716,290.956,100304.144,100315.934,
2004-06-01 07:25:00,5.982,288.620,99743.347,290.083,290.192,100304.288,100316.106,
2004-06-01 07:30:00,5.982,288.682,99746.917,290.928,291.180,100304.031,100315.812,
2004-06-01 07:35:00,5.982,288.745,99750.486,290.247,290.353,100304.179,100315.990,
2004-06-01 07:40:00,7.110,288.807,99754.056,291.132,291.396,100303.916,100315.688,
2004-06-01 07:45:00,5.982,288.869,99757.625,290.400,290.502,100304.067,100315.872,
2004-06-01 07:50:00,9.876,288.932,99761.194,291.316,291.590,100303.805,100315.569,
2004-06-01 07:55:00,5.743,288.994,99764.764,290.554,290.654,100303.946,100315.744,
2004-06-01 08:00:00,5.743,289.057,99768.333,291.500,291.783,100303.689,100315.445,
2004-06-01 08:05:00,5.743,289.178,99768.653,290.703,290.799,100303.762,100315.555,
2004-06-01 08:10:00,5.743,289.299,99768.972,291.732,292.021,100303.360,100315.107,
2004-06-01 08:15:00,5.743,289.420,99769.292,290.913,291.003,100303.400,100315.185,
2004-06-01 08:20:00,5.743,289.541,99769.611,291.989,292.284,100302.984,100314.721,
2004-06-01 08:25:00,5.743,289.663,99769.931,291.138,291.221,100303.026,100314.801,
2004-06-01 08:30:00,9.524,289.784,99770.250,292.251,292.550,100302.602,100314.328,
2004-06-01 08:35:00,6.548,289.905,99770.569,291.377,291.453,100302.626,100314.392,
2004-06-01 08:40:00,13.651,290.026,99770.889,292.495,292.795,100302.214,100313.930,
2004-06-01 08:45:00,10.807,290.148,99771.208,291.616,291.686,100302.222,100313.978,
2004-06-01 08:50:00,17.886,290.269,99771.528,292.742,293.041,100301.807,100313.514,
2004-06-01 08:55:00,11.033,290.390,99771.847,291.862,291.926,100301.809,100313.556,
2004-06-01 09:00:00,17.815,290.511,99772.167,292.972,293.268,100301.418,100313.115,
2004-06-01 09:05:00,14.913,290.634,99772.333,292.097,292.156,100301.389,100313.126,
2004-06-01 09:10:00,22.182,290.757,99772.500,293.260,293.555,100300.915,100312.601,
2004-06-01 09:15:00,19.655,290.879,99772.667,292.405,292.458,100300.842,100312.567,
2004-06-01 09:20:00,26.807,291.002,99772.833,293.560,293.849,100300.372,100312.046,
2004-06-01 09:25:00,24.196,291.125,99773.000,292.700,292.747,100300.306,100312.019,
2004-06-01 09:30:00,31.078,291.248,99773.167,293.824,294.106,100299.856,100311.519,
2004-06-01 09:35:00,28.528,291.370,99773.333,292.976,293.019,100299.791,100311.493,
2004-06-01 09:40:00,35.208,291.493,99773.500,294.073,294.348,100299.353,100311.007,
2004-06-01 09:45:00,32.693,291.616,99773.667,293.235,293.275,100299.290,100310.982,
2004-06-01 09:50:00,39.166,291.739,99773.833,294.301,294.568,100298.865,100310.510,
2004-06-01 09:55:00,36.993,291.861,99774.000,293.482,293.520,100298.800,100310.482,
2004-06-01 10:00:00,43.300,291.984,99774.167,294.519,294.777,100298.384,100310.021,
2004-06-01 10:05:00,40.561,292.045,99773.639,293.703,293.739,100298.411,100310.084,
2004-06-01 10:10:00,45.423,292.106,99773.111,294.621,294.870,100298.188,100309.820,
2004-06-01 10:15:00,42.255,292.167,99772.583,293.809,293.847,100298.293,100309.962,
2004-06-01 10:20:00,47.169,292.228,99772.056,294.721,294.973,100298.070,100309.698,
2004-06-01 10:25:00,44.207,292.289,99771.528,293.921,293.960,100298.155,100309.819,
2004-06-01 10:30:00,49.236,292.350,99771.000,294.834,295.086,100297.917,100309.541,
2004-06-01 10:35:00,46.383,292.411,99770.472,294.049,294.088,100297.994,100309.653,
2004-06-01 10:40:00,51.345,292.472,99769.944,294.947,295.198,100297.759,100309.378,
2004-06-01 10:45:00,48.532,292.533,99769.417,294.173,294.212,100297.834,100309.489,
2004-06-01 10:50:00,53.415,292.594,99768.889,295.056,295.304,100297.604,100309.220,
2004-06-01 10:55:00,50.078,292.655,99768.361,294.290,294.329,100297.681,100309.331,
2004-06-01 11:00:00,54.814,292.715,99767.833,295.150,295.396,100297.461,100309.073,
2004-06-01 11:05:00,52.187,292.812,99766.264,294.414,294.453,100297.456,100309.101,
2004-06-01 11:10:00,57.343,292.909,99764.694,295.300,295.540,100297.114,100308.719,
2004-06-01 11:15:00,55.064,293.005,99763.125,294.595,294.631,100297.062,100308.699,
2004-06-01 11:20:00,59.997,293.102,99761.556,295.441,295.670,100296.728,100308.328,
2004-06-01 11:25:00,57.765,293.198,99759.986,294.766,294.801,100296.681,100308.311,
2004-06-01 11:30:00,62.426,293.295,99758.417,295.569,295.788,100296.363,100307.958,
2004-06-01 11:35:00,60.316,293.391,99756.847,294.927,294.960,100296.314,100307.938,
2004-06-01 11:40:00,64.769,293.488,99755.278,295.690,295.899,100296.006,100307.597,
2004-06-01 11:45:00,62.759,293.584,99753.708,295.077,295.110,100295.955,100307.573,
2004-06-01 11:50:00,66.975,293.681,99752.139,295.799,295.998,100295.659,100307.245,
2004-06-01 11:55:00,64.192,293.777,99750.569,295.216,295.249,100295.606,100307.218,
2004-06-01 12:00:00,68.145,293.874,99749.000,295.901,296.092,100295.323,100306.905,
2004-06-01 12:05:00,66.182,293.961,99745.653,295.347,295.379,100295.264,100306.871,
2004-06-01 12:10:00,69.821,294.048,99742.306,295.996,296.179,100294.986,100306.565,
2004-06-01 12:15:00,67.929,294.136,99738.958,295.467,295.499,100294.927,100306.530,
2004-06-01 12:20:00,71.426,294.223,99735.611,296.087,296.262,100294.655,100306.231,
2004-06-01 12:25:00,69.644,294.310,99732.264,295.583,295.615,100294.593,100306.191,
2004-06-01 12:30:00,72.993,294.397,99728.917,296.174,296.342,100294.328,100305.900,
2004-06-01 12:35:00,71.307,294.485,99725.569,295.695,295.727,100294.263,100305.857,
2004-06-01 12:40:00,74.554,294.572,99722.222,296.262,296.423,100294.001,100305.571,
2004-06-01 12:45:00,72.980,294.659,99718.875,295.808,295.839,100293.932,100305.522,
2004-06-01 12:50:00,76.044,294.746,99715.528,296.342,296.496,100293.680,100305.246,
2004-06-01 12:55:00,73.110,294.834,99712.181,295.911,295.942,100293.609,100305.194,
2004-06-01 13:00:00,76.000,294.921,99708.833,296.417,296.563,100293.367,100304.931,
2004-06-01 13:05:00,74.225,294.933,99706.833,295.993,296.024,100293.357,100304.940,
2004-06-01 13:10:00,77.988,294.946,99704.833,296.579,296.723,100293.075,100304.632,
2004-06-01 13:15:00,77.875,294.958,99702.833,296.293,296.320,100292.919,100304.489,
2004-06-01 13:20:00,81.798,294.971,99700.833,296.891,297.022,100292.604,100304.149,
2004-06-01 13:25:00,81.328,294.983,99698.833,296.599,296.624,100292.475,100304.033,
2004-06-01 13:30:00,84.296,294.995,99696.833,297.098,297.219,100292.231,100303.768,
2004-06-01 13:35:00,83.265,295.008,99694.833,296.777,296.801,100292.160,100303.711,
2004-06-01 13:40:00,85.464,295.020,99692.833,297.198,297.313,100291.979,100303.512,
2004-06-01 13:45:00,84.065,295.032,99690.833,296.857,296.880,100291.948,100303.496,
2004-06-01 13:50:00,85.898,295.045,99688.833,297.247,297.359,100291.800,100303.332,
2004-06-01 13:55:00,83.504,295.057,99686.833,296.882,296.905,100291.796,100303.344,
2004-06-01 14:00:00,85.130,295.070,99684.833,297.258,297.371,100291.671,100303.202,
2004-06-01 14:05:00,85.564,294.960,99685.083,296.816,296.840,100291.922,100303.472,
2004-06-01 14:10:00,90.914,294.851,99685.333,297.254,297.374,100291.934,100303.465,
2004-06-01 14:15:00,91.943,294.742,99685.583,296.819,296.843,100292.136,100303.686,
2004-06-01 14:20:00,97.186,294.632,99685.833,297.262,297.382,100292.157,100303.688,
2004-06-01 14:25:00,98.120,294.523,99686.083,296.807,296.832,100292.365,100303.916,
2004-06-01 14:30:00,103.377,294.414,99686.333,297.250,297.371,100292.394,100303.925,
2004-06-01 14:35:00,104.387,294.305,99686.583,296.785,296.812,100292.599,100304.150,
2004-06-01 14:40:00,109.660,294.195,99686.833,297.248,297.370,100292.605,100304.137,
2004-06-01 14:45:00,110.482,294.086,99687.083,296.785,296.814,100292.799,100304.350,
2004-06-01 14:50:00,115.882,293.977,99687.333,297.261,297.383,100292.787,100304.318,
2004-06-01 14:55:00,121.179,293.867,99687.583,296.792,296.823,100292.978,100304.528,
2004-06-01 15:00:00,126.877,293.758,99687.833,297.289,297.411,100292.928,100304.458,
2004-06-01 15:05:00,125.181,293.731,99688.792,296.850,296.882,100293.005,100304.553,
2004-06-01 15:10:00,126.179,293.705,99689.750,297.193,297.311,100293.049,100304.583,
2004-06-01 15:15:00,125.505,293.678,99690.708,296.878,296.916,100293.054,100304.601,
2004-06-01 15:20:00,128.146,293.651,99691.667,297.323,297.443,100292.939,100304.468,
2004-06-01 15:25:00,128.463,293.624,99692.625,297.091,297.128,100292.842,100304.381,
2004-06-01 15:30:00,131.309,293.598,99693.583,297.527,297.639,100292.687,100304.207,
2004-06-01 15:35:00,131.455,293.571,99694.542,297.308,297.345,100292.613,100304.144,
2004-06-01 15:40:00,134.165,293.544,99695.500,297.711,297.817,100292.461,100303.975,
2004-06-01 15:45:00,134.406,293.517,99696.458,297.521,297.558,100292.386,100303.908,
2004-06-01 15:50:00,137.214,293.491,99697.417,297.910,298.010,100292.213,100303.720,
2004-06-01 15:55:00,151.364,293.464,99698.375,297.754,297.791,100292.126,100303.640,
2004-06-01 16:00:00,154.714,293.437,99699.333,298.159,298.253,100291.889,100303.386,
2004-06-01 16:05:00,153.513,293.365,99702.056,298.024,298.062,100291.854,100303.357,
2004-06-01 16:10:00,154.151,293.292,99704.778,298.333,298.422,100291.772,100303.262,
2004-06-01 16:15:00,152.238,293.219,99707.500,298.155,298.195,100291.818,100303.316,
2004-06-01 16:20:00,152.174,293.146,99710.222,298.401,298.491,100291.796,100303.283,
2004-06-01 16:25:00,149.902,293.074,99712.944,298.193,298.234,100291.872,100303.369,
2004-06-01 16:30:00,149.609,293.001,99715.667,298.422,298.515,100291.872,100303.358,
2004-06-01 16:35:00,147.174,292.928,99718.389,298.191,298.233,100291.962,100303.458,
2004-06-01 16:40:00,146.818,292.855,99721.111,298.422,298.520,100291.970,100303.457,
2004-06-01 16:45:00,144.220,292.782,99723.833,298.167,298.211,100292.072,100303.569,
2004-06-01 16:50:00,143.824,292.710,99726.556,298.403,298.506,100292.089,100303.576,
2004-06-01 16:55:00,158.420,292.637,99729.278,298.121,298.166,100292.205,100303.704,
2004-06-01 17:00:00,158.693,292.564,99732.000,298.404,298.512,100292.159,100303.646,
2004-06-01 17:05:00,109.134,292.447,99736.292,298.182,298.227,100291.950,100303.447,
2004-06-01 17:10:00,88.186,292.330,99740.583,296.772,296.879,100294.071,100305.621,
2004-06-01 17:15:00,82.971,292.213,99744.875,296.168,296.277,100294.612,100306.186,
2004-06-01 17:20:00,80.267,292.096,99749.167,296.163,296.353,100295.037,100306.610,
2004-06-01 17:25:00,75.370,291.979,99753.458,295.520,295.629,100295.470,100307.069,
2004-06-01 17:30:00,73.698,291.862,99757.750,295.559,295.759,100295.769,100307.365,
2004-06-01 17:35:00,69.432,291.744,99762.042,295.001,295.122,100296.164,100307.784,
2004-06-01 17:40:00,68.444,291.627,99766.333,295.112,295.318,100296.419,100308.032,
2004-06-01 17:45:00,64.162,291.510,99770.625,294.539,294.662,100296.811,100308.449,
2004-06-01 17:50:00,63.286,291.393,99774.917,294.660,294.869,100297.060,100308.691,
2004-06-01 17:55:00,71.621,291.276,99779.208,294.065,294.190,100297.464,100309.121,
2004-06-01 18:00:00,71.157,291.159,99783.500,294.207,294.413,100297.672,100309.322,
2004-06-01 18:05:00,66.883,291.147,99786.653,293.622,293.743,100297.887,100309.562,
2004-06-01 18:10:00,66.787,291.134,99789.806,293.785,293.976,100297.878,100309.544,
2004-06-01 18:15:00,62.916,291.122,99792.958,293.237,293.348,100298.033,100309.723,
2004-06-01 18:20:00,62.742,291.109,99796.111,293.369,293.536,100298.019,100309.703,
2004-06-01 18:25:00,59.022,291.097,99799.264,292.856,292.954,100298.165,100309.871,
2004-06-01 18:30:00,59.721,291.084,99802.417,293.070,293.218,100298.083,100309.779,
2004-06-01 18:35:00,58.142,291.072,99805.569,292.823,292.919,100298.084,100309.790,
2004-06-01 18:40:00,59.969,291.060,99808.722,293.183,293.333,100297.921,100309.612,
2004-06-01 18:45:00,58.219,291.047,99811.875,292.901,292.991,100297.919,100309.623,
2004-06-01 18:50:00,59.801,291.035,99815.028,293.236,293.382,100297.768,100309.457,
2004-06-01 18:55:00,60.779,291.022,99818.181,292.942,293.029,100297.767,100309.469,
2004-06-01 19:00:00,62.492,291.010,99821.333,293.287,293.431,100297.597,100309.285,
2004-06-01 19:05:00,60.954,290.981,99825.708,293.002,293.085,100297.594,100309.294,
2004-06-01 19:10:00,62.844,290.951,99830.083,293.350,293.492,100297.441,100309.126,
2004-06-01 19:15:00,61.008,290.921,99834.458,293.024,293.103,100297.454,100309.153,
2004-06-01 19:20:00,62.514,290.892,99838.833,293.324,293.460,100297.322,100309.008,
2004-06-01 19:25:00,60.537,290.862,99843.208,292.988,293.064,100297.345,100309.046,
2004-06-01 19:30:00,61.765,290.833,99847.583,293.254,293.384,100297.240,100308.929,
2004-06-01 19:35:00,59.332,290.803,99851.958,292.874,292.945,100297.312,100309.017,
2004-06-01 19:40:00,61.862,290.774,99856.333,293.326,293.463,100297.157,100308.843,
2004-06-01 19:45:00,59.882,290.744,99860.708,292.975,293.044,100297.200,100308.901,
2004-06-01 19:50:00,61.891,290.715,99865.083,293.360,293.493,100297.075,100308.759,
2004-06-01 19:55:00,58.180,290.685,99869.458,292.975,293.042,100297.149,100308.850,
2004-06-01 20:00:00,59.477,290.656,99873.833,293.276,293.405,100297.074,100308.762,
2004-06-01 20:05:00,57.077,290.624,99878.583,292.884,292.950,100297.195,100308.900,
2004-06-01 20:10:00,58.188,290.593,99883.333,293.136,293.260,100297.159,100308.852,
2004-06-01 20:15:00,65.213,290.561,99888.083,293.772,293.872,100296.676,100308.344,
2004-06-01 20:20:00,74.521,290.530,99892.833,294.989,295.192,100296.093,100307.712,
2004-06-01 20:25:00,75.336,290.498,99897.583,294.745,294.780,100295.891,100307.522,
2004-06-01 20:30:00,76.842,290.466,99902.333,295.126,295.276,100295.766,100307.380,
2004-06-01 20:35:00,75.039,290.435,99907.083,294.808,294.854,100295.802,100307.431,
2004-06-01 20:40:00,75.976,290.403,99911.833,295.101,295.261,100295.734,100307.349,
2004-06-01 20:45:00,74.782,290.372,99916.583,294.787,294.838,100295.698,100307.327,
2004-06-01 20:50:00,76.500,290.340,99921.333,295.119,295.279,100295.508,100307.123,
2004-06-01 20:55:00,64.483,290.308,99926.083,294.854,294.904,100295.325,100306.951,
2004-06-01 21:00:00,66.217,290.277,99930.833,295.185,295.337,100295.038,100306.649,
2004-06-01 21:05:00,65.136,290.169,99936.490,294.917,294.966,100295.355,100306.979,
2004-06-01 21:10:00,65.421,290.061,99942.147,295.183,295.335,100295.796,100307.407,
2004-06-01 21:15:00,62.164,289.953,99947.804,294.812,294.866,100296.394,100308.022,
2004-06-01 21:20:00,60.825,289.846,99953.461,294.978,295.142,100296.866,100308.486,
2004-06-01 21:25:00,57.239,289.738,99959.118,294.539,294.609,100297.331,100308.970,
2004-06-01 21:30:00,56.615,289.630,99964.775,294.725,294.904,100297.637,100309.266,
2004-06-01 21:35:00,53.441,289.522,99970.432,294.281,294.363,100297.999,100309.648,
2004-06-01 21:40:00,53.091,289.415,99976.089,294.494,294.684,100298.247,100309.886,
2004-06-01 21:45:00,49.780,289.307,99981.746,294.023,294.115,100298.590,100310.249,
2004-06-01 21:50:00,49.483,289.199,99987.403,294.244,294.445,100298.818,100310.466,
2004-06-01 21:55:00,29.561,289.091,99993.060,293.745,293.847,100299.152,100310.822,
2004-06-01 22:00:00,28.453,288.983,99998.717,293.936,294.150,100299.469,100311.129,
2004-06-01 22:05:00,13.058,288.934,100000.587,292.101,292.188,100300.526,100312.262,
2004-06-01 22:10:00,3.171,288.885,100002.458,290.756,290.865,100301.259,100313.049,
2004-06-01 22:15:00,3.171,288.836,100004.329,290.622,290.727,100301.429,100313.225,
2004-06-01 22:20:00,4.034,288.787,100006.200,291.071,291.222,100301.355,100313.132,
2004-06-01 22:25:00,3.171,288.738,100008.071,290.874,290.984,100301.455,100313.240,
2004-06-01 22:30:00,4.271,288.689,100009.942,291.155,291.308,100301.448,100313.221,
2004-06-01 22:35:00,3.171,288.640,100011.812,290.767,290.871,100301.638,100313.428,
2004-06-01 22:40:00,3.171,288.591,100013.683,290.978,291.128,100301.672,100313.453,
2004-06-01 22:45:00,3.171,288.542,100015.554,290.615,290.718,100301.859,100313.655,
2004-06-01 22:50:00,3.171,288.493,100017.425,290.847,290.997,100301.879,100313.665,
2004-06-01 22:55:00,1.735,288.444,100019.296,290.511,290.613,100302.054,100313.854,
2004-06-01 23:00:00,1.735,288.395,100021.167,290.738,290.887,100302.077,100313.867,
2004-06-01 23:05:00,1.735,288.386,100022.208,290.443,290.545,100302.148,100313.951,
2004-06-01 23:10:00,1.735,288.378,100023.250,290.704,290.850,100302.046,100313.838,
2004-06-01 23:15:00,1.735,288.370,100024.292,290.456,290.556,100302.077,100313.880,
2004-06-01 23:20:00,1.735,288.362,100025.333,290.738,290.884,100301.960,100313.750,
2004-06-01 23:25:00,1.735,288.353,100026.375,290.506,290.605,100301.976,100313.776,
2004-06-01 23:30:00,1.735,288.345,100027.417,290.796,290.941,100301.843,100313.631,
2004-06-01 23:35:00,1.735,288.337,100028.458,290.576,290.673,100301.839,100313.636,
2004-06-01 23:40:00,1.735,288.329,100029.500,290.877,291.021,100301.684,100313.468,
2004-06-01 23:45:00,1.735,288.320,100030.542,290.669,290.765,100301.649,100313.443,
2004-06-01 23:50:00,1.735,288.312,100031.583,290.984,291.126,100301.459,100313.239,
2004-06-01 23:55:00,0.479,288.304,100032.625,291.749,291.891,100300.987,100312.737,
2004-06-02 00:00:00,0.479,288.296,100033.667,292.863,293.090,100300.552,100312.255,
2004-06-02 00:05:00,0.479,288.237,100034.792,292.605,292.678,100300.539,100312.255,
2004-06-02 00:10:00,0.479,288.178,100035.917,292.989,293.186,100300.531,100312.229,
2004-06-02 00:15:00,0.479,288.119,100037.042,292.620,292.708,100300.705,100312.421,
2004-06-02 00:20:00,0.479,288.060,100038.167,292.925,293.134,100300.788,100312.489,
2004-06-02 00:25:00,0.479,288.001,100039.292,292.514,292.611,100300.993,100312.712,
2004-06-02 00:30:00,0.479,287.943,100040.417,292.830,293.049,100301.065,100312.769,
2004-06-02 00:35:00,0.479,287.884,100041.542,292.413,292.517,100301.253,100312.977,
2004-06-02 00:40:00,0.479,287.825,100042.667,292.756,292.982,100301.305,100313.012,
2004-06-02 00:45:00,0.479,287.766,100043.792,292.331,292.439,100301.488,100313.214,
2004-06-02 00:50:00,0.479,287.707,100044.917,292.694,292.925,100301.532,100313.242,
2004-06-02 00:55:00,0.239,287.649,100046.042,292.259,292.370,100301.713,100313.442,
2004-06-02 01:00:00,0.239,287.590,100047.167,292.637,292.873,100301.748,100313.460,
2004-06-02 01:05:00,0.239,287.559,100045.972,292.188,292.300,100301.967,100313.699,
2004-06-02 01:10:00,0.239,287.527,100044.778,292.583,292.825,100302.045,100313.758,
2004-06-02 01:15:00,0.239,287.496,100043.583,292.091,292.205,100302.279,100314.015,
2004-06-02 01:20:00,0.239,287.465,100042.389,292.482,292.730,100302.347,100314.065,
2004-06-02 01:25:00,0.239,287.434,100041.194,291.960,292.078,100302.572,100314.313,
2004-06-02 01:30:00,0.239,287.403,100040.000,292.359,292.612,100302.620,100314.343,
2004-06-02 01:35:00,0.239,287.371,100038.806,291.812,291.934,100302.835,100314.583,
