cur_datetime,canTemp,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[3.0],TempProf_cur[15.8],TempProf_cur[22.9],TempProf_cur[27.8],TempProf_cur[32.9],PresProf_cur[3.0],PresProf_cur[15.8],PresProf_cur[22.9],PresProf_cur[27.8],PresProf_cur[32.9],
6/10/2002 4:15,287.828,0.228,285.775,97627.5,288.373,286.475,286.176,286.031,285.913,97941.677,97790.296,97708.555,97650.156,97591.755
6/10/2002 4:20,286.521,0.228,285.75,97633.333,286.609,286.176,286.015,285.924,285.845,97942.288,97790.415,97708.612,97650.186,97591.768
6/10/2002 4:25,287.688,0.228,285.725,97639.167,288.207,286.419,286.13,285.986,285.866,97941.783,97790.342,97708.587,97650.179,97591.769
6/10/2002 4:30,286.447,0.228,285.7,97645,286.532,286.108,285.953,285.867,285.791,97942.383,97790.473,97708.651,97650.213,97591.783
6/10/2002 4:35,287.63,0.228,285.675,97650.833,288.156,286.36,286.074,285.932,285.814,97941.869,97790.395,97708.624,97650.205,97591.784
6/10/2002 4:40,286.38,0.228,285.65,97656.667,286.464,286.046,285.896,285.812,285.738,97942.473,97790.527,97708.688,97650.239,97591.798
6/10/2002 4:45,286.819,0.228,285.625,97662.5,287.15,286.049,285.877,285.789,285.714,97942.358,97790.547,97708.705,97650.251,97591.805
6/10/2002 4:50,286.298,0.228,285.6,97668.333,286.422,285.902,285.78,285.717,285.664,97942.626,97790.621,97708.745,97650.274,97591.816
6/10/2002 4:55,287.691,1.536,285.575,97674.167,288.278,286.269,285.964,285.822,285.707,97941.971,97790.5,97708.699,97650.257,97591.814
6/10/2002 5:00,286.307,1.536,285.55,97680,286.401,285.961,285.807,285.719,285.642,97942.605,97790.618,97708.754,97650.286,97591.826
6/10/2002 5:05,288.092,1.536,285.558,97685.833,288.789,286.409,286.046,285.87,285.726,97941.758,97790.449,97708.678,97650.25,97591.814
6/10/2002 5:10,286.225,1.536,285.567,97691.667,286.284,285.963,285.821,285.736,285.659,97942.619,97790.604,97708.742,97650.278,97591.821
6/10/2002 5:15,287.845,1.536,285.575,97697.5,288.47,286.358,286.033,285.871,285.735,97941.857,97790.453,97708.675,97650.245,97591.81
6/10/2002 5:20,286.211,1.536,285.583,97703.333,286.266,285.953,285.817,285.738,285.668,97942.623,97790.601,97708.738,97650.273,97591.818
6/10/2002 5:25,287.857,1.536,285.592,97709.167,288.493,286.354,286.028,285.866,285.732,97941.858,97790.457,97708.677,97650.246,97591.81
6/10/2002 5:30,286.214,1.536,285.6,97715,286.273,285.94,285.798,285.714,285.64,97942.647,97790.624,97708.756,97650.287,97591.826
6/10/2002 5:35,287.787,1.536,285.608,97720.833,288.406,286.316,285.988,285.824,285.687,97941.93,97790.499,97708.708,97650.268,97591.824
6/10/2002 5:40,286.269,1.536,285.617,97726.667,286.338,285.949,285.783,285.688,285.603,97942.649,97790.649,97708.78,97650.306,97591.839
6/10/2002 5:45,287.862,1.536,285.625,97732.5,288.534,286.314,285.968,285.794,285.647,97941.939,97790.528,97708.733,97650.289,97591.837
6/10/2002 5:50,286.34,1.536,285.633,97738.333,286.422,285.965,285.774,285.664,285.567,97942.64,97790.67,97708.802,97650.325,97591.852
6/10/2002 5:55,287.88,5.348,285.642,97744.167,288.581,286.303,285.943,285.76,285.604,97941.971,97790.561,97708.761,97650.311,97591.851
6/10/2002 6:00,286.415,5.348,285.65,97750,286.509,285.985,285.766,285.64,285.528,97942.631,97790.693,97708.826,97650.345,97591.865
6/10/2002 6:05,287.906,5.348,285.617,97757.5,288.633,286.297,285.917,285.721,285.554,97942.004,97790.598,97708.794,97650.337,97591.868
6/10/2002 6:10,286.434,5.348,285.583,97765,286.54,285.962,285.725,285.589,285.466,97942.677,97790.743,97708.866,97650.376,97591.885
6/10/2002 6:15,287.834,5.348,285.55,97772.5,288.56,286.24,285.857,285.657,285.485,97942.104,97790.662,97708.841,97650.371,97591.888
6/10/2002 6:20,286.421,5.348,285.517,97780,286.538,285.917,285.669,285.526,285.398,97942.75,97790.804,97708.913,97650.41,97591.906
6/10/2002 6:25,287.761,5.348,285.483,97787.5,288.483,286.18,285.792,285.589,285.414,97942.206,97790.729,97708.89,97650.406,97591.909
6/10/2002 6:30,286.399,5.348,285.45,97795,286.526,285.867,285.609,285.462,285.329,97942.83,97790.867,97708.96,97650.445,97591.926
6/10/2002 6:35,287.672,5.348,285.417,97802.5,288.383,286.114,285.724,285.519,285.342,97942.318,97790.798,97708.94,97650.442,97591.93
6/10/2002 6:40,286.361,5.348,285.383,97810,286.498,285.809,285.544,285.394,285.258,97942.92,97790.934,97709.009,97650.48,97591.947
6/10/2002 6:45,287.576,5.348,285.35,97817.5,288.273,286.042,285.652,285.446,285.268,97942.436,97790.87,97708.991,97650.478,97591.952
6/10/2002 6:50,286.317,5.348,285.317,97825,286.462,285.746,285.477,285.324,285.187,97943.015,97791.002,97709.058,97650.516,97591.968
6/10/2002 6:55,287.48,5.689,285.283,97832.5,288.165,285.969,285.579,285.373,285.195,97942.553,97790.942,97709.042,97650.514,97591.973
6/10/2002 7:00,286.265,5.689,285.25,97840,286.418,285.68,285.408,285.254,285.115,97943.115,97791.071,97709.108,97650.551,97591.989
6/10/2002 7:05,287.392,5.689,285.292,97845.833,288.062,285.91,285.524,285.32,285.144,97942.646,97790.994,97709.078,97650.539,97591.987
6/10/2002 7:10,286.249,5.689,285.333,97851.667,286.407,285.655,285.382,285.228,285.09,97943.151,97791.096,97709.125,97650.563,97591.996
6/10/2002 7:15,287.356,5.689,285.375,97857.5,288.015,285.89,285.503,285.298,285.122,97942.684,97791.016,97709.094,97650.551,97591.994
6/10/2002 7:20,286.264,5.689,285.417,97863.333,286.43,285.649,285.369,285.21,285.069,97943.163,97791.113,97709.14,97650.574,97592.003
6/10/2002 7:25,287.34,5.689,285.458,97869.167,287.991,285.88,285.486,285.278,285.098,97942.709,97791.035,97709.109,97650.563,97592.001
6/10/2002 7:30,286.29,5.689,285.5,97875,286.466,285.65,285.358,285.193,285.046,97943.169,97791.13,97709.154,97650.586,97592.011
6/10/2002 7:35,287.338,5.689,285.542,97880.833,287.984,285.878,285.472,285.258,285.073,97942.727,97791.054,97709.126,97650.575,97592.009
6/10/2002 7:40,286.331,5.689,285.583,97886.667,286.515,285.659,285.35,285.177,285.022,97943.167,97791.144,97709.169,97650.598,97592.019
6/10/2002 7:45,287.373,5.689,285.625,97892.5,288.026,285.886,285.464,285.241,285.048,97942.729,97791.07,97709.141,97650.588,97592.018
6/10/2002 7:50,286.373,5.689,285.667,97898.333,286.568,285.669,285.342,285.159,284.997,97943.165,97791.16,97709.185,97650.611,97592.028
6/10/2002 7:55,287.42,5.461,285.708,97904.167,288.085,285.898,285.456,285.223,285.022,97942.726,97791.086,97709.158,97650.602,97592.027
6/10/2002 8:00,286.417,5.461,285.75,97910,286.622,285.68,285.334,285.141,284.969,97943.164,97791.177,97709.202,97650.626,97592.037
6/10/2002 8:05,287.481,5.461,285.808,97913.333,288.165,285.911,285.448,285.203,284.992,97942.72,97791.104,97709.176,97650.618,97592.037
6/10/2002 8:10,286.509,5.461,285.867,97916.667,286.726,285.72,285.341,285.13,284.944,97943.129,97791.185,97709.216,97650.639,97592.047
6/10/2002 8:15,287.661,5.461,285.925,97920,288.378,286,285.487,285.216,284.981,97942.625,97791.088,97709.178,97650.625,97592.045
6/10/2002 8:20,286.617,5.461,285.983,97923.333,286.841,285.791,285.375,285.143,284.935,97943.063,97791.171,97709.217,97650.645,97592.053
6/10/2002 8:25,287.779,5.461,286.042,97926.667,288.522,286.068,285.522,285.23,284.975,97942.557,97791.073,97709.178,97650.629,97592.05
6/10/2002 8:30,286.678,5.461,286.1,97930,286.905,285.834,285.395,285.148,284.926,97943.026,97791.166,97709.221,97650.651,97592.059
6/10/2002 8:35,287.915,5.461,286.158,97933.333,288.69,286.137,285.557,285.246,284.973,97942.482,97791.056,97709.175,97650.632,97592.054
6/10/2002 8:40,286.743,5.461,286.217,97936.667,286.971,285.883,285.419,285.157,284.921,97942.983,97791.156,97709.221,97650.655,97592.063
6/10/2002 8:45,288.063,5.461,286.275,97940,288.874,286.211,285.598,285.267,284.975,97942.396,97791.034,97709.169,97650.632,97592.057
6/10/2002 8:50,286.803,5.461,286.333,97943.333,287.032,285.928,285.444,285.169,284.92,97942.94,97791.144,97709.219,97650.657,97592.066
6/10/2002 8:55,288.217,4.779,286.392,97946.667,289.066,286.287,285.641,285.291,284.982,97942.305,97791.009,97709.16,97650.63,97592.058
6/10/2002 9:00,286.86,4.779,286.45,97950,287.089,285.973,285.469,285.182,284.922,97942.896,97791.13,97709.215,97650.656,97592.067
6/10/2002 9:05,288.403,4.779,286.542,97953.333,289.288,286.402,285.728,285.364,285.043,97942.148,97790.935,97709.115,97650.601,97592.043
6/10/2002 9:10,286.948,4.779,286.633,97956.667,287.174,286.074,285.571,285.285,285.025,97942.746,97791.029,97709.142,97650.605,97592.037
6/10/2002 9:15,288.563,4.779,286.725,97960,289.48,286.513,285.837,285.472,285.15,97941.969,97790.828,97709.04,97650.549,97592.012
6/10/2002 9:20,287.081,4.779,286.817,97963.333,287.308,286.196,285.685,285.395,285.133,97942.567,97790.919,97709.066,97650.552,97592.007
6/10/2002 9:25,288.809,4.779,286.908,97966.667,289.766,286.676,285.975,285.598,285.266,97941.731,97790.702,97708.956,97650.492,97591.981
6/10/2002 9:30,287.24,4.779,287,97970,287.472,286.336,285.813,285.516,285.247,97942.366,97790.799,97708.985,97650.497,97591.975
6/10/2002 9:35,289.021,4.779,287.092,97973.333,290.011,286.825,286.107,285.722,285.382,97941.51,97790.579,97708.874,97650.436,97591.949
6/10/2002 9:40,287.384,4.779,287.183,97976.667,287.619,286.468,285.936,285.633,285.359,97942.175,97790.683,97708.905,97650.441,97591.944
6/10/2002 9:45,289.24,4.779,287.275,97980,290.265,286.978,286.242,285.846,285.498,97941.284,97790.455,97708.79,97650.379,97591.916
6/10/2002 9:50,287.537,4.779,287.367,97983.333,287.775,286.607,286.063,285.754,285.474,97941.976,97790.563,97708.824,97650.385,97591.912
6/10/2002 9:55,289.464,4.324,287.458,97986.667,290.523,287.134,286.379,285.973,285.617,97941.055,97790.329,97708.705,97650.321,97591.884
6/10/2002 10:00,287.688,4.324,287.55,97990,287.93,286.745,286.19,285.875,285.59,97941.777,97790.443,97708.741,97650.328,97591.879
6/10/2002 10:05,289.67,4.324,287.542,97991.667,290.764,287.27,286.493,286.077,285.71,97940.859,97790.226,97708.638,97650.276,97591.859
6/10/2002 10:10,287.788,4.324,287.533,97993.333,288.034,286.83,286.264,285.941,285.649,97941.661,97790.378,97708.699,97650.3,97591.863
6/10/2002 10:15,289.778,4.324,287.525,97995,290.891,287.341,286.556,286.135,285.765,97940.752,97790.168,97708.599,97650.249,97591.844
6/10/2002 10:20,287.847,4.324,287.517,97996.667,288.094,286.886,286.319,285.996,285.703,97941.577,97790.324,97708.661,97650.273,97591.848
6/10/2002 10:25,289.857,4.324,287.508,97998.333,290.983,287.398,286.611,286.19,285.82,97940.661,97790.113,97708.56,97650.222,97591.828
6/10/2002 10:30,287.889,4.324,287.5,98000,288.136,286.933,286.37,286.049,285.759,97941.501,97790.272,97708.623,97650.246,97591.832
6/10/2002 10:35,289.909,4.324,287.492,98001.667,291.042,287.443,286.661,286.243,285.877,97940.584,97790.061,97708.522,97650.194,97591.811
6/10/2002 10:40,287.915,4.324,287.483,98003.333,288.16,286.971,286.417,286.101,285.816,97941.436,97790.221,97708.584,97650.217,97591.814
6/10/2002 10:45,289.949,4.324,287.475,98005,291.089,287.482,286.709,286.296,285.935,97940.513,97790.009,97708.482,97650.165,97591.793
6/10/2002 10:50,287.931,4.324,287.467,98006.667,288.174,287.005,286.463,286.154,285.876,97941.373,97790.169,97708.544,97650.187,97591.796
6/10/2002 10:55,289.977,3.47,287.458,98008.333,291.121,287.517,286.756,286.351,285.996,97940.446,97789.956,97708.441,97650.134,97591.774
6/10/2002 11:00,287.942,3.47,287.45,98010,288.181,287.035,286.509,286.209,285.938,97941.313,97790.117,97708.503,97650.156,97591.777
6/10/2002 11:05,289.912,3.47,287.533,98010,291.039,287.489,286.743,286.343,285.993,97940.482,97789.966,97708.445,97650.135,97591.775
6/10/2002 11:10,287.89,3.47,287.617,98010,288.132,286.976,286.448,286.145,285.871,97941.405,97790.18,97708.549,97650.19,97591.797
6/10/2002 11:15,289.959,3.47,287.7,98010,291.122,287.459,286.693,286.285,285.929,97940.527,97790.02,97708.488,97650.167,97591.794
6/10/2002 11:20,287.926,3.47,287.783,98010,288.179,286.968,286.414,286.099,285.814,97941.435,97790.223,97708.585,97650.218,97591.815
6/10/2002 11:25,290.083,3.47,287.867,98010,291.29,287.479,286.677,286.251,285.88,97940.513,97790.051,97708.518,97650.192,97591.811
6/10/2002 11:30,288.004,3.47,287.95,98010,288.271,286.989,286.402,286.068,285.768,97941.429,97790.25,97708.613,97650.242,97591.83
6/10/2002 11:35,290.244,3.47,288.033,98010,291.501,287.52,286.675,286.227,285.838,97940.47,97790.07,97708.542,97650.214,97591.825
6/10/2002 11:40,288.112,3.47,288.117,98010,288.397,287.031,286.402,286.048,285.73,97941.398,97790.267,97708.636,97650.262,97591.844
6/10/2002 11:45,290.438,3.47,288.2,98010,291.751,287.581,286.685,286.213,285.804,97940.402,97790.079,97708.561,97650.232,97591.839
6/10/2002 11:50,288.238,3.47,288.283,98010,288.539,287.086,286.413,286.035,285.698,97941.349,97790.276,97708.653,97650.279,97591.857
6/10/2002 11:55,290.657,3.015,288.367,98010,292.028,287.656,286.706,286.207,285.777,97940.314,97790.08,97708.574,97650.247,97591.85
6/10/2002 12:00,288.384,3.015,288.45,98010,288.704,287.155,286.433,286.03,285.673,97941.283,97790.276,97708.666,97650.293,97591.868
6/10/2002 12:05,290.964,3.015,288.5,98012.5,292.389,287.829,286.832,286.316,285.875,97940.066,97789.967,97708.503,97650.199,97591.823
6/10/2002 12:10,288.711,3.015,288.55,98015,289.036,287.44,286.685,286.271,285.907,97940.874,97790.035,97708.5,97650.178,97591.801
6/10/2002 12:15,291.227,3.015,288.6,98017.5,292.621,288.12,287.102,286.574,286.122,97939.666,97789.714,97708.329,97650.079,97591.755
6/10/2002 12:20,288.95,3.015,288.65,98020,289.266,287.695,286.935,286.515,286.146,97940.506,97789.796,97708.333,97650.061,97591.734
6/10/2002 12:25,291.344,3.015,288.7,98022.5,292.693,288.327,287.323,286.8,286.35,97939.367,97789.495,97708.171,97649.967,97591.689
6/10/2002 12:30,289.121,3.015,288.75,98025,289.423,287.901,287.152,286.738,286.373,97940.194,97789.58,97708.177,97649.95,97591.668
6/10/2002 12:35,291.442,3.848,288.8,98027.5,292.745,288.519,287.533,287.018,286.575,97939.086,97789.284,97708.017,97649.856,97591.624
6/10/2002 12:40,289.282,3.015,288.85,98030,289.57,288.1,287.365,286.958,286.598,97939.89,97789.366,97708.022,97649.839,97591.603
6/10/2002 12:45,291.511,4.674,288.9,98032.5,292.762,288.693,287.734,287.23,286.796,97938.825,97789.079,97707.866,97649.748,97591.559
6/10/2002 12:50,289.424,3.015,288.95,98035,289.698,288.285,287.57,287.173,286.821,97939.602,97789.159,97707.87,97649.73,97591.538
6/10/2002 12:55,291.561,4.053,289,98037.5,292.759,288.857,287.927,287.438,287.015,97938.578,97788.88,97707.718,97649.64,97591.495
6/10/2002 13:00,289.549,2.674,289.05,98040,289.809,288.458,287.767,287.382,287.04,97939.328,97788.957,97707.721,97649.622,97591.474
6/10/2002 13:05,291.567,4.343,289.083,98040.833,292.713,288.972,288.071,287.594,287.179,97938.405,97788.732,97707.608,97649.56,97591.447
6/10/2002 13:10,289.572,2.674,289.117,98041.667,289.826,288.515,287.85,287.476,287.142,97939.224,97788.869,97707.653,97649.572,97591.444
6/10/2002 13:15,291.507,4.145,289.15,98042.5,292.627,288.982,288.119,287.663,287.267,97938.36,97788.668,97707.552,97649.516,97591.419
6/10/2002 13:20,289.626,2.674,289.183,98043.333,289.879,288.576,287.925,287.562,287.239,97939.112,97788.785,97707.589,97649.524,97591.414
6/10/2002 13:25,291.535,4.639,289.217,98044.167,292.633,289.046,288.198,287.751,287.366,97938.251,97788.581,97707.486,97649.467,97591.389
6/10/2002 13:30,289.713,2.674,289.25,98045,289.969,288.664,288.019,287.662,287.345,97938.969,97788.688,97707.517,97649.471,97591.383
6/10/2002 13:35,291.522,4.899,289.283,98045.833,292.584,289.1,288.273,287.839,287.466,97938.159,97788.497,97707.419,97649.417,97591.358
6/10/2002 13:40,289.789,2.674,289.317,98046.667,290.045,288.743,288.109,287.759,287.451,97938.835,97788.593,97707.446,97649.419,97591.351
6/10/2002 13:45,291.498,5.069,289.35,98047.5,292.517,289.151,288.347,287.927,287.567,97938.07,97788.412,97707.353,97649.367,97591.327
6/10/2002 13:50,289.864,2.674,289.383,98048.333,290.119,288.822,288.198,287.857,287.557,97938.701,97788.497,97707.374,97649.367,97591.319
6/10/2002 13:55,291.458,4.466,289.417,98049.167,292.428,289.198,288.419,288.014,287.668,97937.988,97788.329,97707.287,97649.316,97591.295
6/10/2002 14:00,289.923,2.332,289.45,98050,290.176,288.892,288.283,287.952,287.663,97938.576,97788.405,97707.304,97649.314,97591.287
6/10/2002 14:05,291.402,4.171,289.408,98052.5,292.318,289.239,288.491,288.104,287.775,97937.911,97788.243,97707.217,97649.263,97591.262
6/10/2002 14:10,290.031,2.332,289.367,98055,290.277,289.005,288.397,288.071,287.789,97938.402,97788.288,97707.219,97649.253,97591.25
6/10/2002 14:15,291.448,4.404,289.325,98057.5,292.301,289.375,288.623,288.235,287.906,97937.736,97788.115,97707.127,97649.199,97591.225
6/10/2002 14:20,290.144,2.332,289.283,98060,290.378,289.145,288.537,288.209,287.924,97938.205,97788.155,97707.126,97649.188,97591.213
6/10/2002 14:25,291.381,3.711,289.242,98062.5,292.164,289.454,288.73,288.353,288.03,97937.631,97788.006,97707.044,97649.139,97591.189
6/10/2002 14:30,290.173,2.332,289.2,98065,290.393,289.224,288.639,288.321,288.043,97938.077,97788.05,97707.046,97649.13,97591.178
6/10/2002 14:35,291.294,2.773,289.158,98067.5,292.013,289.505,288.815,288.453,288.141,97937.557,97787.913,97706.971,97649.085,97591.156
6/10/2002 14:40,290.176,2.332,289.117,98070,290.382,289.28,288.724,288.42,288.152,97937.977,97787.958,97706.974,97649.076,97591.146
6/10/2002 14:45,291.184,2.332,289.075,98072.5,291.844,289.532,288.883,288.54,288.243,97937.507,97787.833,97706.905,97649.035,97591.125
6/10/2002 14:50,290.152,2.332,289.033,98075,290.345,289.314,288.793,288.505,288.251,97937.902,97787.879,97706.91,97649.028,97591.116
6/10/2002 14:55,291.063,3.938,288.992,98077.5,291.666,289.541,288.937,288.615,288.335,97937.477,97787.765,97706.846,97648.989,97591.096
6/10/2002 15:00,290.119,2.674,288.95,98080,290.298,289.337,288.851,288.581,288.341,97937.842,97787.809,97706.852,97648.983,97591.088
6/10/2002 15:05,290.872,2.674,288.867,98080.833,291.427,289.462,288.896,288.588,288.316,97937.587,97787.797,97706.862,97648.998,97591.101
6/10/2002 15:10,289.902,2.674,288.783,98081.667,290.08,289.153,288.696,288.438,288.205,97938.095,97787.951,97706.947,97649.049,97591.125
6/10/2002 15:15,290.594,2.674,288.7,98082.5,291.132,289.238,288.707,288.419,288.164,97937.888,97787.962,97706.97,97649.07,97591.14
6/10/2002 15:20,289.717,2.674,288.617,98083.333,289.897,288.971,288.53,288.283,288.061,97938.341,97788.101,97707.048,97649.117,97591.164
6/10/2002 15:25,290.407,2.674,288.533,98084.167,290.934,289.071,288.552,288.271,288.024,97938.124,97788.105,97707.067,97649.137,97591.178
6/10/2002 15:30,289.568,2.674,288.45,98085,289.752,288.818,288.385,288.143,287.926,97938.556,97788.237,97707.142,97649.182,97591.201
6/10/2002 15:35,290.226,2.674,288.367,98085.833,290.744,288.908,288.401,288.127,287.888,97938.354,97788.244,97707.163,97649.203,97591.216
6/10/2002 15:40,289.417,2.674,288.283,98086.667,289.604,288.665,288.239,288.002,287.792,97938.772,97788.372,97707.236,97649.247,97591.238
